recipe_name,ingredients,instructions,prep_time,source
Cheese and Fruit Bistro Box,1  small apple (sliced) | 1/2 cup grapes | 1 ounce Brie (sliced into wedges) | 1/2 cup baby carrots,"Wash the fruit, and slice the apples and Brie into wedges.  To present this like a classic bistro box, place the fruit, cheese, and veggies into separate compartments.  To keep the crackers dry, place them in their own compartment.  Close the lunch box and place it in a lunch bag with an ice pack. ",5 minutes,https://www.momables.com/diy-fruit-and-cheese-bistro-box/
Nut-Free Nutella,2 cups raw sunflower seeds (toasted) | 1 1/2 tablespoons vanilla extract | 1/4 cup unsweetened cocoa powder | 1/4 cup maple syrup or honey | 1/4 teaspoon salt | 1 1/2 tablespoons coconut oil | 1/2 cup milk (dairy or non-dairy),"In a medium non-stick pan, over medium-high heat, toast sunflower seeds, while stirring frequently to avoid burning. Remove from heat and allow sunflower seeds to cool to room temperature before the next step. In the bowl of a food processor or high-speed blender, process toasted sunflower seeds, stopping intermittently to scrape down the sides of the bowl, for 3 to 5 minutes, until the seeds have turned into a thick, creamy butter. Add in remaining ingredients and blend for an additional 4-5 minutes, stopping to scrape the sides from time to time, until smooth and creamy. Store in an airtight container up to two weeks in the fridge.",15 minutes,https://www.momables.com/sunflower-nutella/
Easy Homemade Lunchables Pizza,1  pita round | 1/4 cup shredded cheese | 4-6  pepperoni slices | 1/4 cup marinara sauce,"In a compartmentalized lunch container, divide the pita round, cheese, and pepperoni slices, making sure to keep the ingredients separate.  Pack the marinara into a lidded sauce container and send with the rest of the ingredients and a plastic spoon.  Refrigerate lunchable and any sides until ready to use and then pack in a lunch bag with an ice pack. To assemble, kids will spread the marinara sauce over the pita and top with cheese and pepperoni, just like the classic boxes lunchable.",5 minutes,https://www.momables.com/lunchbox-wars-2/
Baked Cinnamon Sugar Chips,3 tablespoons sugar | 1 teaspoon cinnamon | 2 tablespoons butter (melted) | 4  whole grain tortillas | 4 oz reduced-fat cream cheese | 6 oz vanilla yogurt | 2 teaspoons sugar (honey or maple syrup) | 1/2 teaspoon ground cinnamon,"Preheat oven to 350°F (180°C) degrees and line a baking sheet with parchment paper. In a bowl, mix cinnamon and sugar together, set aside. Use a cookie cutter cut shapes out of your tortillas; alternatively, use a pizza cutter or knife to cut into triangles. Place tortilla pieces on baking sheet and with a basting brush, lightly coat with butter on each side. Sprinkle with cinnamon-sugar mixture on both sides. Bake for 10 to 15 minutes, or until lightly golden, keeping a close eye so as not to burn. Allow to cool then serve or pack. In a small bowl, beat the cream cheese, yogurt, sugar and cinnamon until smooth. Serve with cinnamon chips and/or fruit.",5 minutes,https://www.momables.com/cinnamon-sugar-baked-chips/
Turkey and Veggie Hummus Wrap,1  burrito size tortilla or wrap | 2 tablespoons hummus | 1 cup fresh chopped arugula or salad greens | 1/4 cup shredded carrots | 3 slices deli turkey,"Spread the hummus over each tortilla, top with the arugula first, then carrots and turkey meat.  Fold and roll tightly before slicing in half. Pack the wrap into a lunch container keeping it separate from fruit and veggies. Add an ice pack if necessary.",5 minutes,https://www.momables.com/hummus-wrap/
Baked potato for school lunch,1  medium to large potato (previously cooked) | Assorted toppings,"Fill a lunch thermos with boiling water and let it sit while preparing the potato and toppings. Reheat potato in the microwave for 1-2 minutes or until steaming hot. Cut it into pieces and add it to the preheated thermos. Layer on your hot toppings and close the lid. Store cold or additional toppings in small leak-proof containers. Place the thermos in a lunch bag, keeping it apart from the cold toppings and any chilled lunch sides. Add an ice pack to the cold items and remember to include a fork.",5 minutes,https://www.momables.com/how-to-pack-a-baked-potato-for-lunch/
Falafel Salad,1 1/2 cups mixed greens | ½ cup cherry tomatoes (halved) | 4  small falafels | 1 tablespoon Ranch,"Make a base with your mixed greens in a lunchbox with compartments. Layer the cherry tomatoes on top of the lettuce. Keep falafels in a separate compartment. Fill a small lidded container with the salad dressing. Wait to drizzle salad dressing until right before eating. Pack the salad and the dressing inside a lunch bag, with an ice pack to keep it cool.",5 minutes,https://www.momables.com/falafel-salad-lunchbox/
Grape Parfait,1/3 cup green grapes | 1/3 cup red grapes | 1 cup vanilla yogurt | 1/4 cup granola,"Place fruit and granola toppings into a lunchbox container with compartments and close the lid tightly. If using individual yogurt cups, wrap a flexible ice pack around the cup and secure it with a rubber band before placing it in a lunch bag. If using bulk yogurt, spoon the amount of yogurt you want into a pre-chilled lunch thermos. Keep everything refrigerated until time for school and then pack the yogurt, toppings, and a spoon into an insulated lunch bag with an ice pack.",5 minutes,https://www.momables.com/grape-granola-yogurt-parfait-recipe/
Cali Bistro Box,2 slices deli turkey breast | 1/4 cup hummus | 6  pita chips | 1/4  cucumber (sliced) | bacon bits | 1/4 cup grape tomatoes,Wash the cucumber and grape tomatoes. Slice the cucumbers. Roll up the deli turkey and cut into bite-sized pieces. Place the ingredients in separate compartments. Keep the Pita chips separate so they don’t get soggy. Pack the hummus in a lidded sauce container Refrigerate everything until ready to use and then pack in a lunch bag with an ice pack.,5 minutes,https://www.momables.com/how-to-build-a-bistro-box-cali-bistro-box-ideas/
Turkey Cranberry Sauce Sandwich,2 slices of sandwich bread | 2 tablespoons cranberry sauce | 3 ounces leftover turkey or deli turkey (thinly sliced) | 2-3 slices of brie cheese (or enough to cover bread) | Butter (for grilling),"Place brie cheese one slice of bread and spread cranberry sauce on the other. Layer the turkey slices and close sandwich. Butter both sides. In a non-stick pan over medium-high heat, grill the sandwich for 2 to 3 minutes until the bottom is golden brown. Flip and continue to grill until the cheese is melted. Remove from heat and allow the sandwich to cool to room temperature. Once cooled, slice it in half and pack it inside a lunch container with an ice pack, if needed. If adding sides, pack them in a separate compartment or container.",6 minutes,https://www.momables.com/turkey-cranberry-sandwich/
Cranberry Pear Grilled Cheese,2 slices of sandwich bread | 2 tablespoons cranberry sauce | 1/2  ripe pear (thinly sliced) | 2 slices of brie cheese (or enough to cover bread) | Butter (for grilling),"Place 1 slice of brie cheese on a piece of bread and layer on the cranberry sauce and pears. Top with remaining slice of cheese and close the sandwich. Butter both sides. In a medium non-stick pan over medium-high heat, grill the sandwich for 2 to 3 minutes until the bottom is golden brown. Flip and continue to grill until the cheese is melted. Remove from heat and allow the sandwich to cool to room temperature. Once cooled, slice it in half and pack it inside a lunch container. If adding sides, pack them in a separate compartment or container with an ice pack, if needed.",5 minutes,https://www.momables.com/cranberry-pear-grilled-cheese/
Zucchini Pizza Bites,1  large zucchini (sliced diagonally into 1/4-inch thick rounds) | 1/4 cup marinara sauce | 1/2 cup shredded Mozzarella cheese | 1/4 cup mini pepperonis | 2 tablespoons sliced black olives,"Preheat the oven to broil*. Line a large baking sheet with parchment paper. Place the zucchini slices onto the lined baking sheet in an even layer. Spread the marinara sauce over the top of each slice. Top with cheese, pepperoni, and black olives. Broil for 2 to 3 minutes or until the cheese is melted. Allow to cool down to room temperature before placing the pizza bites in a lunch container. Refrigerate until ready to pack in the lunch bag.",3 minutes,https://www.momables.com/zucchini-pizza-bites-gluten-free-recipe/
Easy Everything Bagel Cloud Bread Bagels,1 tablespoon mayonnaise | 2 slices of cloud bread | 4 slices deli ham | 1 slice provolone cheese | Handful sprouts or lettuce,Spread mayonnaise onto both sides of the bread. Place the lettuce onto 1 slices of cloud bread and top with sliced ham and cheese and remaining slice of cloud bread. Pack in a hard lunch container with sturdy sides. Refrigerate until ready to use and send to school with an ice pack,30 minutes,https://www.momables.com/everything-cloud-bread/
Bagel Chicken Sandwich,1  bagel | Mayonnaise (optional) | Mustard (optional) | 2 oz leftover chicken | 1 slice cheese | 2 slices tomato (optional) | 2  lettuce leaves,"Spread mayonnaise and mustard on each of the bagel halves. Top the mayonnaise side with lettuce, tomato, chicken, cheese, and close the sandwich with the other bagel half. Slice the bagel sandwich in half and pack it inside a lunch container. Add healthy sides, like fresh fruit and veggies, to his lunch in a separate compartment or containers.  Refrigerate until ready to pack inside a lunch bag, with or without an ice pack.",5 minutes,https://www.momables.com/chicken-bagel-sandwich/
Turkey and Swiss Bagel Sandwich,"1  bagel (everything, onion, or plain) | Mayonnaise (optional) | Mustard (optional) | 2 oz oven roasted turkey | 1 slice Swiss cheese | 2 slices tomato (optional) | 2  lettuce leaves","Spread mayonnaise and mustard on each of the bagel halves. Top the mayonnaise side with lettuce, tomato, oven roasted turkey, Swiss cheese, and close the sandwich with the other bagel half. Slice the bagel sandwich in half and pack it inside a lunch container. Add healthy sides, like fresh fruit and veggies, to his lunch in a separate compartment or containers.   Refrigerate until ready to pack inside a lunch bag, with or without an ice pack.",5 minutes,https://www.momables.com/turkey-and-swiss-bagel-sandwich/
Everything Bagel Sandwich,1  everything bagel | Mayonnaise (optional) | Mustard (optional) | 2 oz ham or turkey | 1 slice of cheese | 2 slices tomato (optional) | 2  lettuce leaves,"Spread mayonnaise and mustard on each of the bagel halves. Top the mayonnaise side with lettuce, tomato, deli turkey or ham, cheese,  and close the sandwich with the other bagel half. Slice the Everything bagel sandwich in half and pack it inside a lunch container. Add healthy sides, like fresh fruit and veggies, to this lunch in a separate compartment or containers. Refrigerate until ready to pack inside a lunch bag, with or without an ice pack.",2 minutes,https://www.momables.com/everything-bagel-sandwich/
Easy Tortilla Pizzas,4  flour tortillas | Olive oil or cooking spray | 1 cup marinara sauce | 1/2 cup shredded cheese | Pepperoni | Chopped basil,"Preheat the oven to 375F and line a large baking sheet with parchment paper. Brush the tortillas with olive or spray with cooking spray. Spread a thin layer of marinara sauce over each tortilla. Sprinkle the shredded cheese over each tortilla and top with desired toppings. Place the tortilla onto the lined baking sheet and bake for 8 to 10 minutes. Remove from oven, slice, and serve. If packing for lunches, allow the pizza slices to cool down to room temperature before packing into lunch containers.",5 minutes,https://www.momables.com/easy-tortilla-pizzas/
Greek snack Cup,2 tablespoons hummus | 1 tablespoon crumbled Feta | 1 tablespoon pitted Kalamata olives  (drained &amp; chopped) | 1 tablespoon chopped roasted red peppers (or fresh red pepper) | 1 tablespoon sliced mild pepperoncini (optional) | 1/4  small tomato (diced) | 1/4  small cucumber (diced) | fresh chopped oregano,"Spread about 2 tablespoons of hummus along the bottom of an 8 ounce lidded container. Sprinkle hummus with feta, olives, red peppers, pepperoncini, tomato and cucumber. Garnish with fresh oregano and serve with pita chips or close lid and store up to 3 days in the refrigerator. Take it out of the fridge right before leaving for school and pack it in an insulated lunch bag with an ice pack. Keep pita wedges separate so they don’t get soggy.",5 minutes,https://www.momables.com/7-layer-greek-cups/
Pecan Pie Energy Bites,1 cup raisins or dates | 1 cup pecans | 1/4 cup unsweetened coconut flakes | 1 teaspoon vanilla extract | 1 teaspoon cinnamon | 1/4 teaspoon nutmeg | 1/4 teaspoon ground ginger | 1/8 teaspoon salt,"Place raisins in a bowl and cover with hot water. Let them soak for 10 minutes; drain. In a food processor, place raisins and pecans; pulse until they are finely ground and have formed a paste. Add coconut flakes, vanilla, cinnamon, nutmeg, ginger, and salt. Pulse a few times until combined. Remove the food processor base and refrigerate for 30 minutes. Using your hands, form dough into 16 small balls. Refrigerate in an airtight container to store and enjoy.",15 minutes,https://www.momables.com/pecan-pie-energy-bites/
Lunch Box Burrito Bowls,1 cup cooked rice* | 1/2  cooked chicken (shredded) | 2 oz salsa | 2.5 oz canned black beans (drained and rinsed) | 1/4 - 1/8 cup shredded Cheddar cheese | 1/4 - 1/8 cup guacamole | 1 tablespoon sour cream,"Fill a serving bowl with cooked rice, top with shredded chicken, salsa, and desired toppings. Layer the cooked rice into a thermos or lunch container. Top with chicken, salsa, and cheese.  Pack the guacamole and sour cream into separate mini sauce containers to be added to the bowls prior to eating. ",5 minutes,https://www.momables.com/lunchbox-burrito-bowls/
Breakfast on the Go Blueberry Coffee Cake,Two slices of blueberry coffee cake | Mixed Berries | Sliced apples,Prepare the blueberry coffee cake. Place the coffee cake in the main compartment of the bento box. In separate compartments place the mixed berries and sliced apples. Close the lid. Refrigerate until time to enjoy the breakfast bento on the way to school.,5 minutes,https://www.momables.com/easy-blueberry-cake-recipe-and-snack-box/
Scones Snack Box for Kids,Vanilla Scones | Mixed Berries,Prepare your favorite scone recipe Place the scones in the main compartment of a bento box. In a separate compartment place the berries and any other sides you may like to include in the breakfast bento. Close the lid and pack for breakfast on the go or a snack at school.,5 minutes,https://www.momables.com/best-scones-recipe-snack/
Chocolate Chip Protein Muffins,3/4 cup vanilla protein powder (pea or soy-based) | 1 tablespoon baking powder | 1 cup almond flour | 2  large eggs (whisked) | 1/4 cup honey | 1 cup pumpkin | 3/4 cup milk (any kind*) | 1/3 cup chocolate chips,"Preheat the oven to 350F. Grease an 8-count muffin tin. In a large mixing bowl, combine vanilla protein, baking powder, and almond flour. Add the eggs, honey, pumpkin, and almond milk, and mix until fully combined. Fold in the chocolate chips. Divide the batter among the muffin cups, filling them 3/4th of the way, and bake for 22-25 minutes or until a toothpick inserted in the center of a muffin comes out clean.  Remove the pan from the oven and allow the muffins to cool slightly before serving.  Store any leftover muffins in an airtight container and refrigerate for up to a week. ",8 minutes,https://www.momables.com/healthy-muffins-for-kids-with-chocolate-chips-protein/
Homemade Pizza Uncrustables,2 slices of bread | 2 tablespoons tomato sauce | 3 tablespoons shredded cheese | 4  pepperoni | 1  carrot (peeled and sliced) | 1  apple (sliced),"Place the bread onto a flat surface and spread the tomato sauce onto the center of one slice. Top with cheese, pepperoni, and the remaining slice of bread. Press the sandwich crimper or glass rim into the center of the sandwich, and remove the crusts. Optional: grill the uncrustable in a lightly greased non-stick pan until both sides are golden. Remove from heat and allow it to cool down to room temperature. Pack the uncrustable into a lunch container, making sure to keep it separate from the carrots and apple slices. Close the lunch container and pack it with an ice pack into a lunch bag.",15 minutes,https://www.momables.com/pizza-uncrustables/
How to pack leftover Spaghetti for school lunch,leftover spaghetti | 10 thin slices pepperoni | 1/2 cup chunky-cut pieces mozzarella | 2 slices chunky whole-grain bread | 1/2 cup marinara sauce,"Place the noodles, pepperoni, mozzarella, and bread into a hard lunch container with compartments. Pour extra marinara sauce in a small lidded container and keep separate Keep spaghetti lunch and any added healthy sides refrigerated until ready to leave, then pack in a lunch bag with an ice pack.",5 minutes,https://www.momables.com/pizza-speggies-veggie-spaghetti-recipe/
Chocolate Dipped Oranges,"1/3 cup chocolate chips or chunks (or a 3-4 ounce chocolate bar, broken into rough chunks) | 1-2 teaspoons shortening or coconut oil (if needed) | 3  mandarin or satsuma oranges (peeled and separated)","Line a baking sheet with parchment or wax paper. You can use a double boiler, a fondue pot, or the microwave to melt your chocolate. To microwave, heat in a small microwave-safe dish for 1 minute, then in 30-second intervals, stirring in between. If the chocolate seems too thick, add 1 teaspoon shortening or coconut oil. Add more if necessary. Dip each orange segment into the chocolate, rolling to coat both sides if your chocolate is too shallow. Coat one-half to three-fourths of the way up each slice. Let some excess chocolate drip off, then place on the prepared baking sheet, separating them at least 1-inch apart so that their chocolate puddles won't touch. If the chocolate cools before you're finished, you can re-melt it as above. Place the tray in the refrigerator for at least 20 minutes, then serve or store refrigerated in an airtight container. They will start to dry out, but can last a few days in the fridge and still be tasty!",25 minutes,https://www.momables.com/chocolate-dipped-oranges/
Homemade Pop Tarts,1 1/2 cups strawberries (chopped) | 1/3 cup sugar | 1-2 tablespoons honey | 1  homemade or store-bought pie dough | 2-3 tablespoons milk | 1  egg white (from pasteurized eggs) | 1 1/4 cups sifted powdered sugar | 1 teaspoon vanilla extract,"Preheat the oven to 350F. Line a baking sheet with parchment paper and set aside. In a small 2-3 quart saucepan, combine the strawberries, sugar, and honey with a splash of water. Heat over medium heat, bringing the mixture to a simmer for about 10 minutes until it’s the consistency of jam. Once the strawberries have broken down, remove from the heat, and allow it to cool completely. You can skip this part, and use your favorite jam or fresh fruit instead. On a lightly floured surface, roll your pie dough to 1/8-inch thick. Cut the dough into 12, 3x4-inch, rectangles. You will need two rectangles per poptart. You’ll probably need to re-shape and recut dough as you go along. Fill a small dish with milk and set it next to your baking sheet. Place one row of rectangles onto the lined baking sheet. Spoon approximately 1 tablespoon of strawberry filling onto the center of each rectangle, making sure the filling doesn’t get too close to the edges. Carefully, with a pastry brush or your finger, brush milk onto the edges of the dough. Top each bottom rectangle with a second piece of rectangular dough. Using your fingers, press down the edges. Then, with a fork, lightly press down to seal the edges of the dough all around. With a sharp knife, cut a 3 or 4 small slits in the top of each poptart (about ½ inch each). Bake the pastries in the preheated oven, until golden brown, for about 25 to 30 minutes. Remove from the oven and allow them to cool completely. Beat the egg white on medium-high speed until peaks form. Add the powdered sugar, mixing gradually, and add the vanilla toward the end. Once the frosting is finished, spread onto each poptart and enjoy!",45 minutes,https://www.momables.com/easy-homemade-poptarts-recipe/
Ham Cucumber Sandwich,2 slices of sandwich bread | Mayonnaise and mustard (optional) | 2 ounces deli ham (sliced) | 1/4  cucumber (sliced) | Lettuce leaves,"Spread the mayo and mustard on the sandwich bread. Top one slice with the lettuce, the cucumber slices, ham, and another lettuce leaf. Place the other slice of bread on top and close the sandwich. Slice in half. Place the sandwich in a lunch container. In a separate compartment or container, pack fruit, veggies, or lunch sides. Refrigerate until you place the lunch inside a lunch bag with an ice pack if necessary.",5 minutes,https://www.momables.com/ham-sandwich-with-cucumbers/
Crunchy Ham &amp; Cheese Pinwheels,1 tablespoon hummus or mayonnaise | 1  large flour tortilla | 2- ounces deli ham | 1 slice of Swiss or Provolone (halved) | 2  large lettuce leaves,"Spread the hummus or mayonnaise over the tortilla. Top with ham, cheese, and lettuce.  Starting at one end, tightly roll the tortilla into a roll. Wrap the entire roll with plastic wrap and refrigerate overnight. If making this the morning of, skip this step and proceed with the recipe.  When you're ready to pack, remove the plastic wrap and cut the roll into 1-inch pinwheels.  Add the pinwheels to a compartmentalized lunch container, keeping them separate from the veggies and fruit.  Close the container and pack it into a lunch bag with an ice pack. ",8 minutes,https://www.momables.com/crunchy-pinwheels/
Grapes &amp; Cheese Bento,1 1/2 cups grapes | 1  apple (sliced) | 2 ounces cheese (cubed) | 1 tablespoon almonds,Wash the grapes and remove them from the vine if desired. Place the grapes in the largest compartment of the lunchbox. Slice the apple into slices and pack them along with the grapes. Place the cubed cheese in another compartment. Place the almonds in the smallest compartment of the lunchbox or swap for a hard-boiled egg for more protein.,5 minutes,https://www.momables.com/grapes-cheese-bento/
Coconut Flour Tortilla Wraps (Grain-Free),1/2 cup fine coconut flour | 6  large eggs | 1 1/4 cup milk (any) | pinch salt | 1 teaspoon unflavored gelatin* (optional) | Oil or spray for cooking,"In a large bowl, whisk the eggs with the milk until combined.  Add the coconut flour and salt, stir to combine, and set aside for 5 minutes for the coconut to absorb the liquid. If using the gelatin, add it now by sprinkling it over the batter and whisking until no clumps are visible. Wait an additional 5 minutes.  Lightly grease a small non-stick pan and set over medium heat. Pour about 1/4 cup of batter into the skillet, and turn the pan to evenly distribute the batter to the edges (like making crepes). Immediately the pan with a fitted lid, reduce the heat to medium, and once the edges begin to lift and some bubbles puff up in the middle of the wrap, remove the lid and use a spatula to flip the wrap over. Cook the tortilla on the other side for an additional minute and remove it from the pan onto a plate. Repeat with the remaining batter.",10 minutes,https://www.momables.com/grain-free-lunchbox-wraps-recipe/
Freezer-Friendly Breakfast Burritos,"6  large eggs | 1 tablespoon oil | 1  medium tomato (finely diced) | 1 cup shredded cheese | 6  8-inch tortillas (gluten-free, if needed) | 6  parchment paper squares (about 10 inches) | Additional toppings (avocado, and salsa (optional))","In a medium bowl, whisk eggs. In a medium skillet (about 10 inches) over medium-high heat, heat olive oil and pour in whisked eggs. Once they start cooking, add in your diced tomato and any other add-ins you like in your burritos. Continue to stir the egg and topping mixture until fully cooked and remove pan from heat. On a flat surface, place a tortilla on top of a parchment paper square. Top the tortilla with ⅙ of the egg mixture, top with shredded cheese and any other toppings or salsa. Fold tortilla over the fillings, fold in the sides, and roll into a burrito. Once your breakfast burrito is closed, wrap with the parchment paper square. Repeat the process with remaining tortillas and eggs. Once cooled, transfer assembled burritos into a gallon-sized freezer bag and refrigerate for up to a week or freeze for up to one month. To eat, simply warm directly in the microwave until heated through. If frozen, thaw it first. Then slice each wrap in half and divide into lunch containers.",25 minutes,https://www.momables.com/freezer-friendly-breakfast-burritos/
Frozen Yogurt Bites,"1 cup mixed berries (for ours, we used strawberries, blackberries, and raspberries) | 1 cup vanilla Greek yogurt | Silicone ice cube tray (any shape)","Place the mixed berries in a small blender, and blend until they are coarsely chopped. Add the vanilla yogurt and blend until smooth. Pour the mixture into the silicone ice cube trays and transfer to the freezer. Freeze for 3 to 4 hours or until frozen solid. Once they&#39;re solid, transfer the frozen bites out of the trays into freezer bags.",245 minutes,https://www.momables.com/frozen-yogurt-shapes/
Apple Slices with Peanut Butter: School Snack Idea,2 tablespoons peanut butter | 1  apple (sliced) | 1 tablespoon chocolate chips,"Spread the peanut butter onto the apple slices and decorate with chocolate chips.  Place the apple slices into a lunch container. If packing something else, like fruits, veggies, or chips, use a lunchbox with compartments so you can keep things separated and avoid any mess. Add an ice pack in the lunch bag if necessary.",5 minutes,https://www.momables.com/apple-slices-with-peanut-butter/
Grilled Turkey Sandwich,4 slices sandwich bread | 1 tablespoon butter (for grilling) | 4 slices Cheddar cheese | 2 ounces deli turkey,"Place the sliced bread on a flat surface. Butter one side of each slice and flip over. Place a slice of cheese on each unbuttered side. Layer the turkey slices onto 2 slices. Assemble the sandwiches, making sure the buttered sides are facing out. Grease a medium non-stick skillet and heat over medium-high heat. One at a time, grill each sandwich for about 2 to 3 minutes until it’s golden and the cheese has begun to melt on that side. Flip the sandwich and grill on the other side for another minute or 2 until it’s golden and crispy and the cheese is melted. Serve immediately, or, to pack in a lunchbox, wait for the sandwich to cool to room temperature before packing inside a lunch container. If packing for lunch, add the veggies and additional snacks to the container, but place them in separate compartments to keep the sandwich bread dry.",10 minutes,https://www.momables.com/grilled-turkey-sandwich/
Homemade Baked Potato Chips,2  medium Russet baking potatoes | Olive oil cooking spray | Sea salt,"Preheat the oven to 425F. Line a baking sheet with parchment paper and set aside. Using a mandoline or slicer, THINLY slice the potato. Use a paper towel to dry off the excess moisture from the slices. This is crucial to help them bake evenly and to crisp up. Coat the parchment-covered baking sheet with the cooking spray. Evenly spread out the potato slices in a single layer, then spray the tops as well. Bake them for 18 to 20 minutes, until they begin to turn golden brown. Flip the slices about 11 to 12 minutes in. Once you get close to 18 minutes, keep an eye on them because they will brown and crisp up QUICKLY. Some slices may cook faster than others. Remove those slices, if that happens to a few. Once the potatoes reach your liking, remove the baking sheet from the oven and evenly sprinkle with the sea salt. Store them in an airtight container for about 3 to 4 days, if you have any left!",30 minutes,https://www.momables.com/homemade-potato-chips/
Almond Coconut Granola,3 cups rolled oats | 1 cup slivered almonds | 1 cup pumpkin seeds | 3/4 cup shredded sweet coconut | 1/4 cup flax seed (golden or toasted) | 1/4 cup plus 2 tablespoons sucanat (or brown sugar) | 1/4 cup plus 2 tablespoons maple syrup | 1/4 cup vegetable oil (sometimes I use coconut oil in liquid form) | 3/4 teaspoon salt | 1 cup raisins or cranberries,"Preheat the oven to 250F, and line two baking sheets with parchment paper or silicone mats (not waxed paper). In a large bowl, combine the oats, almonds, pumpkin seeds, shredded coconut, and flax. In a separate bowl, combine the sucanat, maple syrup, oil, and salt. Pour the wet ingredients into the dry ingredients, and mix well until all are evenly coated. Pour onto the baking sheets, and cook for 50 minutes, stirring every 15 to 20 minutes to achieve an even color. Remove from oven, and add the raisins. Allow the granola to cool completely before storing in an airtight container.",60 minutes,https://www.momables.com/homemade-granola-recipe/
Hard-Boiled Egg & Turkey Protein Bistro Box,2  hard-boiled eggs | 2 ounces deli turkey | 1 ounce cheese | 1 cup baby carrots | 1 tablespoon hummus (optional) | 1 tablespoon almonds (optional),"Cook hard-boiled eggs and once cool, peel them so they’re ready to be packed inside a lunchbox. On a flat surface, roll up turkey slices and cut the roll into a few pieces. Place them inside the lunch container along with 1 or 2 hard boiled eggs. Cube a few pieces of cheese and place them inside the lunch container. Pack baby carrots inside the lunch container or another veggie. If sending hummus or another dip, pack it separately, inside a small leak-proof container. Add almonds to this lunch or fruit, if desired.",5 minutes,https://www.momables.com/diy-protein-bistro-box/
Cinnamon Sugar Pretzel Bites Recipe,1 cup of warm water (100-110ºF) | 2 1/4 teaspoons active dry yeast | 3 cups bread flour (plus more for work surface) | 1 tablespoon salt | 2 tablespoons brown sugar (packed) | 4 tablespoons unsalted butter (softened) | 1/2 teaspoon vegetable oil | 8 cups water | 1/2 cup baking soda | 1/2 cup sugar | 1/2 teaspoon cinnamon | 3 tablespoons butter (melted),"In a large bowl, stir together the warm water and yeast. Let stand for 10 minutes to activate the yeast. In the bowl of your stand mixer, combine the flour, salt, and brown sugar. Turn the mixer on low, and add the softened butter and activated yeast. Scrape the sides a few times to combine. Switch the attachment to the bread hook and mix for another 5 minutes, dusting with a little more flour along the way to make sure it doesn’t stick to the sides of the bowl. Once the dough is elastic, remove it from the mixing bowl, and shape it into a ball. Transfer it to a lightly greased bowl and turn to coat with oil. Cover with a kitchen towel and let it rest overnight or 2-3 hours in a warm spot. Position one oven rack on the upper shelf and a second on the lower shelf. Preheat oven to 450F and generously grease 2 large baking sheets. In a 5-quart saucepan, bring the water and baking soda to a boil. Punch the down dough and divide into quarters. Form each quarter of dough into 4 balls. Roll each ball into a 12-inch long rope. Cut each rope into 6 2-inch pieces. Place a dozen pretzel bites into the boiling water and boil for 30 seconds. Using a slotted spoon, transfer onto the greased baking sheets. Bake the pretzel bites in the preheated oven, switching baking sheets between racks and rotating the baking sheets halfway through baking, until browned, 8 to 10 minutes (watch closely toward the end of baking; bites brown quickly in the last few minutes). Immediately transfer pretzel bites to wire racks to cool. In a small bowl, combine the sugar and cinnamon. Brush the pretzel bites with melted butter and lightly dip into the cinnamon-sugar mixture.",200 minutes,https://www.momables.com/cinnamon-soft-pretzel-bites-recipe/
Homemade Egg McMuffins,6  English muffins (sliced in half) | 6  large eggs | Salt and freshly ground black pepper | 6 slices Cheddar cheese | 6 slices deli ham,"Preheat oven to 350F. Grease 6 ramekins or jumbo muffin tin and place on a cookie sheet.* Crack one egg into each ramekin. Pierce the egg yolks with a fork, beat very slightly and season with salt and pepper. Bake the eggs for 12-15 minutes or until set. Remove from oven and allow to cool. Run a knife around the edge of each ramekin (or muffin cup) to remove the eggs. To assemble the breakfast sandwiches, layer one half of each English muffin with one slice of cheese, ham, and a cooked egg. Top with other half of English muffin. Wrap each Egg McMuffin in plastic wrap and place in the freezer. To reheat, place in microwave for 1-2 minutes, or until warmed through.",12 minutes,https://www.momables.com/homemade-egg-mcmuffins/
Salami & Cheese Sandwich,2 slices sandwich bread | Mayonnaise | 2 ounces salami (sliced thin) | 1 ounce cheese (sliced) | Lettuce leaves (optional),"Spread the mayonnaise over each slice of bread. Place a piece of lettuce onto one slice and top it with the Salami, cheese and remaining slice of bread.  Cut the sandwich in half and pack it into a compartmentalized lunch container. Fill the rest of the compartments with fruit and nuts. Refrigerate everything until ready to use. Pack container in a lunch bag with an ice pack.",5 minutes,https://www.momables.com/salami-and-cheese-sandwich/
Salami & Cheese Bento Lunch,1 ounce salami (sliced) | 1 ounce cheese (sliced) | 6  whole-grain crackers | 1 cup veggies,"Place salami and cheese slices inside the lunchbox. Pair with whole-grain crackers. In a separate compartment, pack veggies. If you want a dip, like Ranch of hummus, pack it separately in a small lidded container.",5 minutes,https://www.momables.com/salami-cheese-bento/
Bologna and Cheese Sandwich,"2 slices whole grain bread | 2 teaspoons mayonnaise | 2 ounces bologna | 1 slice mild cheese (American, Swiss, or Mozzarella) | 2  green lettuce leaves","Spread the mayonnaise over the bread slices. Place the lettuce on one slice and top it with the bologna and cheese. Top with the other slice of bread and close the sandwich. Cut the sandwich in half and serve it or pack it into a compartmentalized lunch container. If packing the sandwich for lunch, pack fresh fruit and veggies inside a lunch box. Refrigerate until ready to pack inside a lunch bag, with or without an ice pack.",5 minutes,https://www.momables.com/bologna-and-cheese-sandwich/
